[info] Benchmark                                                              Mode  Cnt      Score      Error  Units
[info] Benchmark                                                              Mode  Cnt      Score      Error  Units
[info] CollectionStringIterationBenchmark_Large.fastFoldLeftWithIndex_Vector  avgt   20  18347.587 ±  712.742  us/op
[info] CollectionStringIterationBenchmark_Large.fastFoldLeft_Array            avgt   20  13436.722 ±  229.389  us/op
[info] CollectionStringIterationBenchmark_Large.fastFoldLeft_List             avgt   20  19468.328 ±  820.724  us/op
[info] CollectionStringIterationBenchmark_Large.fastFoldLeft_Vector           avgt   20  16835.872 ± 1024.519  us/op
[info] CollectionStringIterationBenchmark_Large.foldLeft_Array                avgt   20   9857.924 ±  505.212  us/op
[info] CollectionStringIterationBenchmark_Large.foldLeft_List                 avgt   20  12157.904 ±  417.316  us/op
[info] CollectionStringIterationBenchmark_Large.foldLeft_Vector               avgt   20  14714.396 ± 1561.767  us/op
[info] CollectionStringIterationBenchmark_Large.for_Array                     avgt   20  14168.037 ±  990.503  us/op
[info] CollectionStringIterationBenchmark_Large.for_List                      avgt   20  13499.298 ± 2211.293  us/op
[info] CollectionStringIterationBenchmark_Large.for_Vector                    avgt   20  15294.827 ± 2639.021  us/op
[info] CollectionStringIterationBenchmark_Large.mapSum_Array                  avgt   20  13640.372 ±  234.895  us/op
[info] CollectionStringIterationBenchmark_Large.mapSum_List                   avgt   20  36338.506 ± 3798.395  us/op
[info] CollectionStringIterationBenchmark_Large.mapSum_Vector                 avgt   20  20044.785 ± 1173.526  us/op
[info] CollectionStringIterationBenchmark_Large.recursion_List                avgt   20  19862.431 ± 1577.086  us/op
[info] CollectionStringIterationBenchmark_Large.reverseWhile_Array            avgt   20  12654.170 ± 1738.436  us/op
[info] CollectionStringIterationBenchmark_Large.reverseWhile_Vector           avgt   20  21748.413 ± 3241.423  us/op
[info] CollectionStringIterationBenchmark_Large.viewMapSum_Array              avgt   20  13599.963 ±  736.297  us/op
[info] CollectionStringIterationBenchmark_Large.viewMapSum_List               avgt   20  15133.631 ±  680.489  us/op
