[info] Benchmark                                                     Mode  Cnt      Score     Error  Units
[info] StatsBenchmark_Large.foreach_mutable_nonfinal_updated         avgt   20  17330.979 ±  487.872  us/op
[info] StatsBenchmark_Small.fastFoldLeft_array_update                avgt   20      0.386 ±    0.004  us/op
[info] StatsBenchmark_Small.fastFoldLeft_immutable_final_updated     avgt   20      0.733 ±    0.014  us/op
[info] StatsBenchmark_Small.fastFoldLeft_immutable_nonfinal_updated  avgt   20      0.737 ±    0.012  us/op
[info] StatsBenchmark_Small.fastFoldLeft_mutable_final_update        avgt   20      0.399 ±    0.007  us/op
[info] StatsBenchmark_Small.fastFoldLeft_mutable_nonfinal_update     avgt   20      0.439 ±    0.002  us/op
[info] StatsBenchmark_Small.fastForeach_array_updated                avgt   20      0.363 ±    0.005  us/op
[info] StatsBenchmark_Small.fastForeach_immutable_final_updated      avgt   20      0.751 ±    0.008  us/op
[info] StatsBenchmark_Small.fastForeach_immutable_nonfinal_updated   avgt   20      0.722 ±    0.013  us/op
[info] StatsBenchmark_Small.fastForeach_mutable_final_updated        avgt   20      0.407 ±    0.007  us/op
[info] StatsBenchmark_Small.fastForeach_mutable_nonfinal_updated     avgt   20      0.402 ±    0.014  us/op
[info] StatsBenchmark_Small.foldLeft_array_update                    avgt   20      0.451 ±    0.041  us/op
[info] StatsBenchmark_Small.foldLeft_immutable_final_updated         avgt   20      0.762 ±    0.008  us/op
[info] StatsBenchmark_Small.foldLeft_immutable_nonfinal_updated      avgt   20      0.789 ±    0.038  us/op
[info] StatsBenchmark_Small.foldLeft_mutable_final_update            avgt   20      0.392 ±    0.004  us/op
[info] StatsBenchmark_Small.foldLeft_mutable_nonfinal_update         avgt   20      0.393 ±    0.006  us/op
[info] StatsBenchmark_Small.foreach_array_updated                    avgt   20      0.323 ±    0.004  us/op
[info] StatsBenchmark_Small.foreach_immutable_final_updated          avgt   20      0.775 ±    0.012  us/op
[info] StatsBenchmark_Small.foreach_immutable_nonfinal_updated       avgt   20      0.662 ±    0.007  us/op
[info] StatsBenchmark_Small.foreach_mutable_final_updated            avgt   20      0.314 ±    0.002  us/op
[info] StatsBenchmark_Small.foreach_mutable_nonfinal_updated         avgt   20      0.312 ±    0.001  us/op

[info] Benchmark                                                     Mode  Cnt      Score      Error  Units
[info] StatsBenchmark_Large.fastFoldLeft_array_update                avgt   20  16632.301 ±  849.911  us/op
[info] StatsBenchmark_Large.fastFoldLeft_immutable_final_updated     avgt   20  18151.623 ±  758.683  us/op
[info] StatsBenchmark_Large.fastFoldLeft_immutable_nonfinal_updated  avgt   20  19001.714 ±  604.718  us/op
[info] StatsBenchmark_Large.fastFoldLeft_mutable_final_update        avgt   20  18361.584 ±  136.743  us/op
[info] StatsBenchmark_Large.fastFoldLeft_mutable_nonfinal_update     avgt   20  18976.209 ±  572.783  us/op
[info] StatsBenchmark_Large.fastForeach_array_updated                avgt   20  22363.098 ± 1261.697  us/op
[info] StatsBenchmark_Large.fastForeach_immutable_final_updated      avgt   20  19343.618 ±  314.598  us/op
[info] StatsBenchmark_Large.fastForeach_immutable_nonfinal_updated   avgt   20  18708.905 ±  657.250  us/op
[info] StatsBenchmark_Large.fastForeach_mutable_final_updated        avgt   20  18371.330 ±  964.105  us/op
[info] StatsBenchmark_Large.fastForeach_mutable_nonfinal_updated     avgt   20  18116.075 ±  590.758  us/op
[info] StatsBenchmark_Large.foldLeft_array_update                    avgt   20  20576.100 ±  416.790  us/op
[info] StatsBenchmark_Large.foldLeft_immutable_final_updated         avgt   20  20674.617 ±  597.484  us/op
[info] StatsBenchmark_Large.foldLeft_immutable_nonfinal_updated      avgt   20  20966.762 ±  491.954  us/op
[info] StatsBenchmark_Large.foldLeft_mutable_final_update            avgt   20  20142.991 ± 1011.549  us/op
[info] StatsBenchmark_Large.foldLeft_mutable_nonfinal_update         avgt   20  21137.929 ±  537.564  us/op
[info] StatsBenchmark_Large.foreach_array_updated                    avgt   20  16686.830 ±  209.073  us/op
[info] StatsBenchmark_Large.foreach_immutable_final_updated          avgt   20  18947.939 ±  820.291  us/op
[info] StatsBenchmark_Large.foreach_immutable_nonfinal_updated       avgt   20  18654.152 ±  395.334  us/op
[info] StatsBenchmark_Large.foreach_mutable_final_updated            avgt   20  16669.485 ±  263.577  us/op
[info] StatsBenchmark_Large.foreach_mutable_nonfinal_updated         avgt   20  22280.827 ±  137.293  us/op
[info] StatsBenchmark_Small.fastFoldLeft_array_update                avgt   20      0.385 ±    0.007  us/op
[info] StatsBenchmark_Small.fastFoldLeft_immutable_final_updated     avgt   20      0.705 ±    0.004  us/op
[info] StatsBenchmark_Small.fastFoldLeft_immutable_nonfinal_updated  avgt   20      0.727 ±    0.003  us/op
[info] StatsBenchmark_Small.fastFoldLeft_mutable_final_update        avgt   20      0.413 ±    0.001  us/op
[info] StatsBenchmark_Small.fastFoldLeft_mutable_nonfinal_update     avgt   20      0.430 ±    0.007  us/op
[info] StatsBenchmark_Small.fastForeach_array_updated                avgt   20      0.365 ±    0.002  us/op
[info] StatsBenchmark_Small.fastForeach_immutable_final_updated      avgt   20      0.743 ±    0.004  us/op
[info] StatsBenchmark_Small.fastForeach_immutable_nonfinal_updated   avgt   20      0.726 ±    0.010  us/op
[info] StatsBenchmark_Small.fastForeach_mutable_final_updated        avgt   20      0.400 ±    0.006  us/op
[info] StatsBenchmark_Small.fastForeach_mutable_nonfinal_updated     avgt   20      0.413 ±    0.006  us/op
[info] StatsBenchmark_Small.foldLeft_array_update                    avgt   20      0.440 ±    0.004  us/op
[info] StatsBenchmark_Small.foldLeft_immutable_final_updated         avgt   20      0.756 ±    0.035  us/op
[info] StatsBenchmark_Small.foldLeft_immutable_nonfinal_updated      avgt   20      0.763 ±    0.037  us/op
[info] StatsBenchmark_Small.foldLeft_mutable_final_update            avgt   20      0.428 ±    0.006  us/op
[info] StatsBenchmark_Small.foldLeft_mutable_nonfinal_update         avgt   20      0.433 ±    0.007  us/op
[info] StatsBenchmark_Small.foreach_array_updated                    avgt   20      0.320 ±    0.005  us/op
[info] StatsBenchmark_Small.foreach_immutable_final_updated          avgt   20      0.774 ±    0.013  us/op
[info] StatsBenchmark_Small.foreach_immutable_nonfinal_updated       avgt   20      0.672 ±    0.022  us/op
[info] StatsBenchmark_Small.foreach_mutable_final_updated            avgt   20      0.325 ±    0.005  us/op
[info] StatsBenchmark_Small.foreach_mutable_nonfinal_updated         avgt   20      0.325 ±    0.006  us/op

[info] Benchmark                                                     Mode  Cnt      Score      Error  Units
[info] StatsBenchmark_Large.fastFoldLeft_array_update                avgt   20  17208.388 ±  276.142  us/op
[info] StatsBenchmark_Large.fastFoldLeft_immutable_final_updated     avgt   20  18464.991 ±  756.879  us/op
[info] StatsBenchmark_Large.fastFoldLeft_immutable_nonfinal_updated  avgt   20  18624.005 ±  549.672  us/op
[info] StatsBenchmark_Large.fastFoldLeft_mutable_final_update        avgt   20  17890.359 ±  795.755  us/op
[info] StatsBenchmark_Large.fastFoldLeft_mutable_nonfinal_update     avgt   20  17880.540 ±  564.575  us/op
[info] StatsBenchmark_Large.fastForeach_array_updated                avgt   20  16923.450 ±  585.981  us/op
[info] StatsBenchmark_Large.fastForeach_immutable_final_updated      avgt   20  18165.027 ±  464.099  us/op
[info] StatsBenchmark_Large.fastForeach_immutable_nonfinal_updated   avgt   20  17991.950 ±  551.392  us/op
[info] StatsBenchmark_Large.fastForeach_mutable_final_updated        avgt   20  18594.559 ±  432.187  us/op
[info] StatsBenchmark_Large.fastForeach_mutable_nonfinal_updated     avgt   20  24220.726 ±  831.239  us/op
[info] StatsBenchmark_Large.foldLeft_array_update                    avgt   20  20194.124 ±  229.906  us/op
[info] StatsBenchmark_Large.foldLeft_immutable_final_updated         avgt   20  20724.844 ±  811.651  us/op
[info] StatsBenchmark_Large.foldLeft_immutable_nonfinal_updated      avgt   20  20951.351 ±  724.560  us/op
[info] StatsBenchmark_Large.foldLeft_mutable_final_update            avgt   20  20050.433 ±  610.304  us/op
[info] StatsBenchmark_Large.foldLeft_mutable_nonfinal_update         avgt   20  19690.393 ±  721.578  us/op
[info] StatsBenchmark_Large.foreach_array_updated                    avgt   20  21341.382 ± 1155.714  us/op
[info] StatsBenchmark_Large.foreach_immutable_final_updated          avgt   20  19893.653 ±  483.842  us/op
[info] StatsBenchmark_Large.foreach_immutable_nonfinal_updated       avgt   20  19047.843 ±  696.483  us/op
[info] StatsBenchmark_Large.foreach_mutable_final_updated            avgt   20  16747.124 ±  145.029  us/op
[info] StatsBenchmark_Large.foreach_mutable_nonfinal_updated         avgt   20  16187.195 ±  411.942  us/op
[info] StatsBenchmark_Small.fastFoldLeft_array_update                avgt   20      0.399 ±    0.006  us/op
[info] StatsBenchmark_Small.fastFoldLeft_immutable_final_updated     avgt   20      0.758 ±    0.068  us/op
[info] StatsBenchmark_Small.fastFoldLeft_immutable_nonfinal_updated  avgt   20      0.731 ±    0.007  us/op
[info] StatsBenchmark_Small.fastFoldLeft_mutable_final_update        avgt   20      0.401 ±    0.007  us/op
[info] StatsBenchmark_Small.fastFoldLeft_mutable_nonfinal_update     avgt   20      0.409 ±    0.002  us/op
[info] StatsBenchmark_Small.fastForeach_array_updated                avgt   20      0.355 ±    0.001  us/op
[info] StatsBenchmark_Small.fastForeach_immutable_final_updated      avgt   20      0.750 ±    0.005  us/op
[info] StatsBenchmark_Small.fastForeach_immutable_nonfinal_updated   avgt   20      0.716 ±    0.009  us/op
[info] StatsBenchmark_Small.fastForeach_mutable_final_updated        avgt   20      0.395 ±    0.002  us/op
[info] StatsBenchmark_Small.fastForeach_mutable_nonfinal_updated     avgt   20      0.404 ±    0.002  us/op
[info] StatsBenchmark_Small.foldLeft_array_update                    avgt   20      0.439 ±    0.001  us/op
[info] StatsBenchmark_Small.foldLeft_immutable_final_updated         avgt   20      0.736 ±    0.003  us/op
